   Data source: Cometa - EmgTools - 2.1.4 - Files: 0956~... - collection; EMG filter: 0 - 500 Hz     - 
Time(s)  ; L.RecFem(uV) ; L.VasLat(uV) ; L.VasMedO(uV) ; L.VasMedV(uV) 
 35.2900;  20.1677; -59.7166; -10.9280;  30.3430;
 35.2910;  16.0189; -86.4890; -10.0821;  29.0220;
 35.2920;  15.3503; -96.6801;  -8.7220;  28.1065;
 35.2930;   7.5050; -92.2049;  -8.3187;  27.0585;
 35.2940;   4.6888; -73.6706;  -7.4301;  30.4012;
 35.2950;   9.3899; -62.5806;  -7.2669;  32.5450;
 35.2960;  14.6589; -62.9334;  -6.6273;  31.8479;
 35.2970;  17.5332; -48.1025;  -4.8046;  32.5954;
 35.2980;  13.5891; -19.1003;  -2.6881;  33.8034;
 35.2990;   5.4608;   8.4619;  -1.3348;  31.7982;
 35.3000;  -2.3726;  52.2595;  -2.7235;  27.7527;
 35.3010;  -5.1779;  98.1013;  -4.9006;  24.3868;
 35.3020;   2.3258;  99.0107;  -4.7106;  21.9886;
 35.3030;  12.1826;  72.5456;  -2.3443;  23.2807;
 35.3040;  14.2342;  48.5558;   0.0996;  25.3495;
 35.3050;  10.4700;  20.7225;   0.4705;  24.5511;
 35.3060;   6.5594;  -0.9883;  -1.9452;  25.6802;
 35.3070;   6.8667; -17.2613;  -5.8964;  28.1664;
 35.3080;  10.9366; -39.3441;  -8.9849;  30.4541;
 35.3090;  11.6660; -50.1354; -10.0472;  33.4513;
 35.3100;   8.6463; -41.5984;  -9.6764;  36.1688;
 35.3110;   9.3409; -25.2764;  -8.2699;  39.9128;
 35.3120;  12.7367;  -8.7642;  -5.0851;  40.2182;
 35.3130;  12.7677;   3.9644;  -2.0780;  34.4856;
 35.3140;   9.1672;  10.7665;  -1.7705;  28.6524;
 35.3150;   5.6426;  14.5967;  -1.1971;  25.2019;
 35.3160;   6.3092;  20.7048;  -0.7040;  26.0835;
 35.3170;   9.5792;  19.1261;  -2.9655;  31.9403;
 35.3180;  11.9657;   8.6204;  -5.2969;  39.4163;
 35.3190;  13.8331;   9.7093;  -7.3714;  46.5088;
 35.3200;  14.4464;  15.5933;  -9.5701;  53.2232;
 35.3210;  14.0410;  17.1187; -11.7669;  58.0180;
 35.3220;  12.7198;  23.3393; -13.2822;  54.7284;
 35.3230;  11.7856;  24.4334;  -9.9625;  46.8249;
 35.3240;  13.4992;  24.2261;  -6.2973;  44.7033;
 35.3250;  11.0507;  32.1540;  -6.9630;  44.1349;
 35.3260;   4.3723;  36.1316;  -5.9193;  40.9026;
 35.3270;   2.2302;  35.2736;  -3.3471;  37.9754;
 35.3280;   4.2003;  29.9968;  -2.2214;  33.4988;
 35.3290;   8.5389;  25.1303;  -0.3989;  29.5697;
 35.3300;  10.4579;  28.2222;   0.0842;  27.5757;
 35.3310;   7.1307;  32.9186;  -0.5535;  24.6295;
 35.3320;   4.4449;  37.9092;   2.2843;  24.1200;
 35.3330;   1.8613;  31.0039;   6.0540;  25.5883;
 35.3340;   2.7236;  18.4373;   6.9215;  28.2955;
 35.3350;   8.3532;  33.0109;   4.2041;  36.0673;
 35.3360;   9.6804;  58.1778;  -4.2579;  41.1438;
 35.3370;  10.0137;  64.3103; -14.5906;  41.1631;
 35.3380;  10.0815;  59.9317; -18.6530;  43.9613;
 35.3390;   6.0883;  52.2114; -14.1532;  44.7745;
 35.3400;   6.6939;  39.0249;  -6.3289;  42.9527;
 35.3410;  10.2654;  32.8059;  -3.3043;  43.5049;
 35.3420;   9.1403;  30.5880;  -3.3559;  41.4979;
 35.3430;   8.9424;   2.1775;  -1.2671;  38.3370;
 35.3440;  11.6890; -20.8863;   0.5962;  38.0134;
 35.3450;  10.9607;   2.0443;   1.2732;  37.8688;
 35.3460;   8.8452;  29.7750;   0.9984;  37.7930;
 35.3470;   7.6737;  51.9582;   0.1445;  37.0776;
 35.3480;   3.4481;  76.3704;   0.9671;  35.1215;
 35.3490;   2.7079;  77.9152;   4.2685;  33.8844;
 35.3500;   3.0903;  72.5168;   8.4375;  33.1640;
 35.3510;  -5.3142;  64.6034;   9.8584;  31.9701;
 35.3520;  -8.0126;  29.5418;   8.2914;  30.8024;
 35.3530;   0.8299; -16.0354;   3.4913;  31.1463;
 35.3540;   8.9096; -34.1210;  -2.8501;  33.4932;
 35.3550;  11.2760; -29.6723;  -6.8930;  36.3003;
 35.3560;   8.6059; -34.0003;  -9.5382;  37.2673;
 35.3570;  11.4746; -24.9511;  -4.0711;  37.4004;
 35.3580;  15.6129;   1.8287;   4.2040;  39.2284;
 35.3590;  10.1808;   8.7151;  -0.5263;  40.4519;
 35.3600;   8.6763;  13.2256;  -4.9827;  40.0953;
 35.3610;  11.2263;  21.9073;  -1.6059;  39.6977;
 35.3620;   9.8304;  21.7472;  -1.7644;  38.6853;
 35.3630;   9.2374;  25.6609;  -3.4355;  38.3682;
 35.3640;   8.4989;  28.8112;  -3.8026;  38.4943;
 35.3650;   9.3704;  29.9724;  -3.9842;  37.8814;
 35.3660;  10.6869;  28.0456;  -3.4647;  38.2178;
 35.3670;   9.6481;  24.5254;  -0.7630;  38.0506;
 35.3680;  10.0035;  28.6269;   0.8871;  36.8935;
 35.3690;   9.8148;  28.4667;  -0.7051;  37.6393;
 35.3700;  10.1253;  29.2696;   3.0435;  38.0866;
 35.3710;  10.4212;  30.4925;   5.2834;  35.4876;
 35.3720;   8.4176;  28.4517;   0.1915;  33.0634;
 35.3730;   8.1018;  55.3296;  -2.5199;  32.2957;
 35.3740;   7.9786; 102.2058;  -5.7253;  31.8815;
 35.3750;   8.7008; 126.3672;  -7.4737;  31.5718;
 35.3760;  10.2900; 124.2466;  -5.2354;  30.1681;
 35.3770;   9.7100; 105.6262;  -3.3991;  29.8014;
 35.3780;   9.8632;  63.1712;  -0.5032;  30.8644;
 35.3790;   8.3147;  11.7235;  -0.5656;  29.5039;
 35.3800;   6.4703; -21.8799;   1.3427;  29.4937;
 35.3810;   9.5144; -56.6698;   5.5485;  32.0570;
 35.3820;  11.9379; -81.5832;   2.3378;  33.2683;
 35.3830;  11.5242; -55.9350;  -0.0528;  35.0606;
 35.3840;  10.8846; -16.4813;  -0.2134;  37.3441;
 35.3850;  10.5116;   0.1478;  -3.5405;  39.2462;
 35.3860;  10.4196;   7.7513;  -8.7511;  39.9384;
 35.3870;   9.9562;  11.7041; -15.9272;  37.2495;
 35.3880;   9.9230;  11.8668; -19.5055;  34.1339;
 35.3890;  10.0647;  17.0940; -18.1992;  32.7348;
 35.3900;   9.7424;  36.6544; -14.8273;  33.2204;
 35.3910;   9.9261;  55.9163; -10.5122;  32.9631;
 35.3920;   9.9095;  59.2599;  -4.9743;  30.0531;
 35.3930;   8.9437;  53.4393;   0.7440;  29.7518;
 35.3940;   9.2752;  44.6993;   0.3317;  30.1796;
 35.3950;  10.5988;  37.3327;  -0.8316;  27.7159;
 35.3960;   9.8437;  26.4252;  -1.5450;  26.0202;
 35.3970;  10.1526;  11.1129;  -6.6054;  25.2378;
 35.3980;  11.7141;  -7.1365;  -7.7806;  25.2699;
 35.3990;  10.8608; -24.6489;  -7.0578;  25.5441;
 35.4000;  11.0699; -17.0950;  -5.4581;  26.5260;
 35.4010;  12.5609;   3.0047;   0.0178;  29.7567;
 35.4020;  14.0321;  12.5011;   2.1984;  30.4538;
 35.4030;  14.9429;  18.4336;   2.7475;  30.0137;
 35.4040;  13.0968;  17.7157;   3.8113;  30.5394;
 35.4050;  13.3445;  21.8775;   4.6733;  26.9433;
 35.4060;  16.4800;  30.5110;   3.7463;  23.1484;
 35.4070;  18.0582;  30.3909;   1.8811;  21.3499;
 35.4080;  15.2220;  33.8477;   8.1584;  15.6093;
 35.4090;  10.1784;  38.5533;  15.9813;   8.8245;
 35.4100;  13.0966;  45.0746;  16.0818;   8.5155;
 35.4110;  18.4498;  44.5327;   5.3092;  15.4929;
 35.4120;  18.7376;  24.9118; -17.2838;  23.8457;
 35.4130;  21.7972;   8.2799; -35.5813;  31.2434;
 35.4140;  23.7820; -11.5327; -43.1943;  42.3556;
 35.4150;  21.3737; -29.3811; -37.5112;  56.7441;
 35.4160;  19.4914; -18.4284; -15.4617;  69.1534;
 35.4170;  16.7665;  -0.5077;  -2.2004;  70.6500;
 35.4180;  13.9359;   9.3283;  -4.6977;  57.4182;
 35.4190;  12.6783;  13.5024;  -1.6511;  45.2686;
 35.4200;  13.6250;  11.8685;   5.4326;  38.7630;
 35.4210;  15.5421;  12.7011;  10.5605;  28.7150;
 35.4220;  16.1731;  13.1845;  25.2050;  21.6778;
 35.4230;  16.7338;  13.5211;  38.7719;  15.6669;
 35.4240;  17.2528;  16.7186;  30.8774;   8.4060;
 35.4250;  17.7958;  21.0965;  25.6772;   8.8398;
 35.4260;  17.6339;  23.7367;  34.8398;   8.7427;
 35.4270;  17.2897;  21.8481;  27.6675;   9.0512;
 35.4280;  17.6937;  25.5219;   8.1350;  15.6907;
 35.4290;  17.6897;  30.4845;  -7.6293;  20.3161;
 35.4300;  18.8585;  23.1574; -21.3862;  26.5888;
 35.4310;  17.4172;  10.9949; -20.0330;  32.2126;
 35.4320;  15.6591;   6.0605; -11.2598;  34.3479;
 35.4330;  19.7234;  14.5499; -12.8215;  40.0326;
 35.4340;  19.2672;  21.8501;  -8.7012;  42.1359;
 35.4350;  13.5582;  14.7183;   1.7550;  40.8329;
 35.4360;  12.6296;  10.8899;   1.0518;  40.3724;
 35.4370;  16.8065;  12.1939;  -3.6079;  39.4476;
 35.4380;  21.7521;  10.1061;  -4.1648;  41.7414;
 35.4390;  21.6572;  14.8590;  -2.2081;  42.8874;
 35.4400;  18.2659;  19.7819;  -0.2145;  42.4370;
 35.4410;  14.3776;  19.6951;  -1.6711;  42.4455;
 35.4420;  12.1836;  23.1684;  -1.4359;  41.9222;
 35.4430;  15.5507;  21.9264;  -0.1300;  39.6745;
 35.4440;  17.0044;  20.2820;   1.4171;  26.0092;
 35.4450;  15.2635;  23.0490;   5.9302;  11.1086;
 35.4460;  15.3763;  19.5629;   5.5445;   4.7581;
 35.4470;  13.8377;  20.2964;   9.7242;  -6.0278;
 35.4480;  11.6031;  24.0428;  26.1437; -14.6077;
 35.4490;  12.5881;  27.3752;  40.9979; -13.9838;
 35.4500;  16.9407;  43.4733;  49.5286;  -9.6825;
 35.4510;  21.1866;  57.9970;  47.9145;   1.5556;
 35.4520;  21.3973;  65.4280;  40.9291;  17.4733;
 35.4530;  17.7963;  72.2218;  36.4104;  34.3892;
 35.4540;  16.8305;  71.3385;  31.0333;  48.8277;
 35.4550;  22.7438;  62.3469;  27.2565;  54.7618;
 35.4560;  25.1078;  44.8667;  18.1212;  54.7506;
 35.4570;  21.0875;  26.5899;   3.1538;  50.3973;
 35.4580;  15.9535;   0.2534;  -8.4258;  37.5683;
 35.4590;   9.7250; -26.9096; -12.4735;  19.0221;
 35.4600;  10.4636; -24.0202;   9.5019;   5.3278;
 35.4610;  15.0283; -23.1602;  48.3898;   2.6219;
 35.4620;  16.5395; -20.6209;  59.4232;  12.6767;
 35.4630;  18.8081;  15.6379;  23.4737;  23.1552;
 35.4640;  18.3152;  37.8114; -26.7504;  11.0693;
 35.4650;  18.3816;  44.6912; -55.4881;  -8.5533;
 35.4660;  21.6246;  47.6825; -67.6857;  -6.4270;
 35.4670;  26.2526;  24.6455; -42.9915;  12.3292;
 35.4680;  32.5649;  -8.3769;  17.9310;  47.1291;
 35.4690;  31.3203; -63.8776;  53.3307;  94.7109;
 35.4700;  23.8328; -106.9973;  67.9331; 115.7842;
 35.4710;  17.4768; -73.8778;  78.9949;  97.4716;
 35.4720;  17.6427; -17.3366;  67.9298;  71.7467;
 35.4730;  22.2004;  20.5001;  36.2056;  48.5338;
 35.4740;  17.4152;  53.1830; -12.4621;  26.2444;
 35.4750;  11.0682;  81.6807; -27.0688;  10.9059;
 35.4760;   4.8140;  92.7120;  -4.4617; -15.4025;
 35.4770;  -3.6144;  63.9623; -18.9716; -51.2881;
 35.4780;   3.8558;  33.6755; -38.4107; -67.0748;
 35.4790;  16.1650;  12.6215; -27.0847; -51.9318;
 35.4800;  21.2950; -47.1966; -23.9499;  -4.4458;
 35.4810;  25.4200; -76.7364; -26.9583;  56.7593;
 35.4820;  25.0546; -26.3590; -28.0347; 118.4253;
 35.4830;  22.1328;  16.3685; -22.4981; 178.3190;
 35.4840;  15.3125;  24.2854;  -8.4966; 187.6732;
 35.4850;  11.7622;  17.6206;  -1.0908; 133.2149;
 35.4860;  17.2260;  -7.2096;   9.1604;  75.1065;
 35.4870;  19.9006; -22.1891;  17.5203;  45.1520;
 35.4880;  21.4517; -25.7158;  12.3882;  34.4679;
 35.4890;  18.6852; -29.0942;   4.9238;  31.1711;
 35.4900;  11.9510; -14.7214;  -3.6188;  33.8384;
 35.4910;  10.6181;   2.3266;  -6.2974;  39.3037;
 35.4920;   8.6551;  10.1503;  -1.0683;  42.4233;
 35.4930;  10.7239;  12.8613;   4.6100;  47.8147;
 35.4940;  15.0870;   4.1365;  14.1524;  49.5953;
 35.4950;  11.8609;   2.9360;  19.3096;  55.9161;
 35.4960;   9.1216;  12.9634;  16.7544;  71.0666;
 35.4970;   8.1636;  15.3637;  10.2188;  64.9744;
 35.4980;   8.4873;  13.1947;   0.3543;  43.5855;
 35.4990;  10.9297;  13.7803;  -0.6688;  28.3382;
 35.5000;   8.8976;  20.8062;   2.2859;  14.9956;
 35.5010;   1.6653;  30.8076;   5.1461;   7.0814;
 35.5020;  -5.2320;  44.9345;  17.2246;   4.2137;
 35.5030;  -6.5144;  60.0614;  28.7647;   3.5709;
 35.5040;  -5.7516;  61.3135;  39.8264;  -4.8233;
 35.5050;  -7.6937;  63.4849;  51.8890; -21.7131;
 35.5060; -12.8580;  67.5231;  58.1525; -17.2780;
 35.5070; -16.6087;  61.9004;  64.3022;  -0.5081;
 35.5080;  -8.9020;  68.9219;  61.2798;  14.0293;
 35.5090;   2.4715;  80.7423;  50.4698;  35.8139;
 35.5100;   8.6610;  73.9053;  44.4481;  31.4689;
 35.5110;  14.0187;  60.4725;  36.0874;   5.2754;
 35.5120;  15.8181;  69.1634;  30.1243;   0.9681;
 35.5130;  14.9738; 103.0200;  19.2499;   5.1013;
 35.5140;  10.4261; 112.8005;  -9.6235;   9.4841;
 35.5150;   1.0910;  85.1588; -32.2651;  22.3950;
 35.5160;   1.7433;  39.7590; -34.6639;  46.2219;
 35.5170;  10.6739; -30.5276; -27.1815;  81.4208;
 35.5180;  10.3180; -84.2425; -18.0038;  98.2496;
 35.5190;   4.1796; -92.8122;  -9.7337; 108.5163;
 35.5200;   2.2479; -101.5264;   0.5557; 122.5475;
 35.5210;   0.7432; -115.5389;  10.7687;  92.0137;
 35.5220;  -1.6789; -100.8741;  16.3695;  49.6015;
 35.5230;  -3.9923; -56.5306;  15.2234;  39.7756;
 35.5240;  -5.4443; -15.1792;   4.6640;  31.4847;
 35.5250;  -1.2953;   8.4829; -12.9148;  24.2465;
 35.5260;   2.6460;  27.7151; -20.7723;  20.7723;
 35.5270;   5.2352;  29.6465;  -7.0765;  15.7708;
 35.5280;   8.1137;  24.4273;  11.1101;  17.9252;
 35.5290;   2.1345;  42.0139;  21.2671;  19.5714;
 35.5300;  -0.7107;  49.9879;  24.3303;  24.0172;
 35.5310;   3.6224;  45.5825;  17.1918;  27.1646;
 35.5320;   2.0474;  56.5877;   7.1430;  25.0960;
 35.5330;   6.8756;  48.4667;  -5.0715;  25.4034;
 35.5340;  15.6015;  31.8612; -24.1328;  24.6776;
 35.5350;  14.1298;  45.5962; -31.3105;  36.3288;
 35.5360;  11.9541;  52.7145; -16.1787;  44.5548;
 35.5370;   9.8234;  42.0060;  -1.0917;  33.9430;
 35.5380;   5.8870;  31.1241;  13.4403;  33.0323;
 35.5390;   7.0785;  28.5185;  50.7224;  22.2234;
 35.5400;  12.7950;  63.4419;  77.1527;  -5.7413;
 35.5410;  20.6938; 103.8058;  51.4538; -13.0675;
 35.5420;  25.5912; 112.6105;   4.1860;  -6.0923;
 35.5430;  22.1684; 117.0494; -30.9398;  -1.5738;
 35.5440;  18.3087; 114.1988; -58.7642;   2.1582;
 35.5450;  19.3495;  97.2816; -76.1885;  13.6671;
 35.5460;  16.6233;  56.7668; -56.0710;  23.8167;
 35.5470;  11.8834; -15.4530; -12.6661;  18.1778;
 35.5480;  11.1732; -73.0014;  10.8682;  19.3486;
 35.5490;  10.7386; -97.6355;  19.2634;  15.1681;
 35.5500;  14.7461; -66.7308;  21.6165; -16.6346;
 35.5510;  19.7389;  34.7749;  44.6436; -40.0989;
 35.5520;  17.3591; 125.7393; 101.0244; -45.2383;
 35.5530;  16.2836; 176.7455; 127.6856; -38.7660;
 35.5540;  18.2216; 203.9691; 116.9907;  -5.2281;
 35.5550;  20.5827; 176.7323;  67.8272;  36.2023;
 35.5560;  29.1875; 107.9240; -38.0324;  55.3162;
 35.5570;  42.8752;  22.0340; -123.3499;  71.7019;
 35.5580;  51.5794; -72.5802; -139.4247; 109.2687;
 35.5590;  51.5898; -142.1161; -85.4715; 126.2177;
 35.5600;  52.2849; -170.2436; -10.6892;  91.5862;
 35.5610;  50.0738; -147.4168;   1.1856;  54.4575;
 35.5620;  37.7301; -78.9085;  -5.1650;  40.4666;
 35.5630;  29.0158; -28.1851;  -0.7327;  18.2203;
 35.5640;  28.2598; -16.8885;  -5.2205;  -7.9625;
 35.5650;  32.0724;   1.1891;  12.7900;  -4.1824;
 35.5660;  38.7188;  11.5993;  23.2515;  10.5037;
 35.5670;  32.7099;   3.4344;  19.9759;  -1.2688;
 35.5680;  12.7796;  27.7612;  20.3140; -18.3226;
 35.5690;   3.4020;  66.8052;  -3.1660; -24.1618;
 35.5700;  18.8321;  82.3095; -21.7502; -40.1519;
 35.5710;  43.0944;  74.8928; -25.6701; -54.6161;
 35.5720;  53.5446;  45.0763; -25.9078; -40.6861;
 35.5730;  46.9206;  21.7230;  -2.1838; -10.0262;
 35.5740;  34.7946;   4.0684;  25.3738;  -0.3112;
 35.5750;  31.8625; -10.7534;  27.2903; -25.5284;
 35.5760;  34.7947;  -1.5016;   5.8687; -54.7450;
 35.5770;  32.1375; -10.2554;  -5.3596; -56.3958;
 35.5780;  34.8956; -35.9725;   2.5227;  -3.6425;
 35.5790;  47.8867; -35.0111;   5.5598; 107.5909;
 35.5800;  56.4793; -24.6093;  13.7360; 198.0910;
 35.5810;  54.7383; -10.5956;  14.0238; 211.7506;
 35.5820;  46.1060;   4.8383; -17.3229; 198.8830;
 35.5830;  37.8418;  11.1872; -56.0730; 180.5461;
 35.5840;  34.1006;  18.6153; -65.5689; 136.3569;
 35.5850;  32.2641;  27.3258; -30.4681;  97.3307;
 35.5860;  31.3353;  32.9441;   2.2840;  82.0748;
 35.5870;  29.6555;  32.4038;   5.6106;  71.6914;
 35.5880;  27.4258;  32.0318;  12.2410;  64.4372;
 35.5890;  26.6526;  35.1018;  15.9419;  60.5170;
 35.5900;  25.6152;  36.5205;  13.5119;  55.5608;
 35.5910;  26.4244;  37.5467;  19.7365;  50.4502;
 35.5920;  26.6804;  35.0190;  22.9505;  45.6511;
 35.5930;  21.0981;  50.2202;  24.5198;  41.9571;
 35.5940;  18.2690;  87.3907;  28.9896;  37.5022;
 35.5950;  17.5736; 118.4795;  33.7135;  33.7223;
 35.5960;  12.2312; 145.8565;  38.7108;  30.8779;
 35.5970;   9.1881; 154.3722;  39.9056;  28.3573;
 35.5980;   3.1498; 127.3332;  40.3191;  30.4845;
 35.5990;  -6.1968;  81.9721;  39.8057;  32.0928;
 35.6000;  -4.6975;  32.7124;  36.3039;  31.5931;
 35.6010;   0.0703; -16.5437;  30.8805;  32.6147;
 35.6020;   2.1857; -76.3392;  18.1764;  33.2858;
 35.6030;   5.6183; -96.5682;   6.1166;  39.3068;
 35.6040;   4.9593; -45.4293;   7.6747;  45.5176;
 35.6050;   1.1253; -11.7242;  13.5470;  41.9828;
 35.6060;  -2.0382; -11.2523;  19.3623;  38.6213;
 35.6070;  -1.8563;  -1.1991;  35.3296;  40.0068;
 35.6080;   1.7371;  -3.7022;  48.9543;  38.8864;
 35.6090;   2.7058; -19.6291;  45.0558;  32.9310;
 35.6100;   1.7868; -35.1002;  37.1993;  29.5812;
 35.6110;   0.2099; -34.2021;  32.1106;  33.5946;
 35.6120;  -2.1917;  -9.7610;  26.2803;  35.5848;
 35.6130;  -3.1115;   5.9075;  28.1671;  33.2391;
 35.6140;  -2.9631;  10.3310;  36.6491;  33.1132;
 35.6150;  -1.9603;  13.4872;  39.8225;  32.8924;
 35.6160;  -2.0039;  11.5753;  35.2020;  28.6562;
 35.6170;  -2.0304;  12.4547;  27.9740;  25.8421;
 35.6180;  -0.0068;  12.8939;  24.5028;  29.7784;
 35.6190;   1.3711;  14.0401;  23.8415;  32.1119;
 35.6200;   2.9087;  18.4630;  21.0327;  30.4976;
 35.6210;   4.1827;  18.5435;  20.0649;  31.9420;
 35.6220;   4.0710;  19.5472;  22.7889;  32.4295;
 35.6230;   3.6680;  22.1897;  23.5629;  30.9854;
 35.6240;   2.9069;  21.8101;  21.4220;  30.5246;
 35.6250;   4.1014;  21.3935;  18.2926;  30.6877;
 35.6260;   7.0451;  22.3167;  16.3735;  32.2972;
 35.6270;   9.9305;  23.7155;  15.0519;  32.4986;
 35.6280;  11.7485;  22.8772;  13.6330;  32.6425;
 35.6290;  11.2980;  28.0901;  17.9057;  33.2356;
 35.6300;  10.6069;  52.1268;  25.5075;  32.3150;
 35.6310;  11.1752;  82.4067;  28.1690;  33.2290;
 35.6320;  13.4593;  98.1487;  26.4903;  33.9821;
 35.6330;  13.4393;  96.4153;  24.5018;  33.7062;
 35.6340;   6.4380;  86.6054;  23.2680;  31.6846;
 35.6350;  -2.1877;  74.1070;  20.9791;  27.2575;
 35.6360;  -4.0988;  41.9092;  16.4597;  26.0544;
 35.6370;   3.5697; -15.4267;   5.3779;  22.8571;
 35.6380;  12.9782; -62.9817;  -6.5871;  17.0676;
 35.6390;  17.2628; -74.7792;  -4.6163;  18.6696;
 35.6400;  19.7807; -56.7431;  -0.4408;  24.6864;
 35.6410;  20.5528; -34.4932;  -4.1888;  28.8565;
 35.6420;  19.3823; -23.2219;  -6.2125;  30.3993;
 35.6430;  18.1557;  -9.1056;  -6.6623;  33.9555;
 35.6440;  17.9175;  -0.5483;  -1.3543;  40.1350;
 35.6450;  18.5201;  -2.9219;   7.2728;  41.0225;
 35.6460;  17.8049;   0.1425;  10.9734;  38.3612;
 35.6470;  20.3334; -14.4130;  17.5013;  34.5973;
 35.6480;  24.4399; -38.7536;  23.0206;  28.5444;
 35.6490;  24.4752; -28.8734;  23.6352;  26.5719;
 35.6500;  25.0737;  -3.7985;  22.7685;  29.5921;
 35.6510;  26.1092;   8.8073;  17.5351;  30.3546;
 35.6520;  26.5033;  12.9006;  14.5301;  28.7267;
 35.6530;  26.3615;  14.8586;  13.5369;  30.5335;
 35.6540;  25.6189;  19.8050;   9.8851;  32.2399;
 35.6550;  26.4752;  22.3337;   7.3474;  31.8449;
 35.6560;  25.4042;  22.6710;   4.4268;  32.3335;
 35.6570;  25.5936;  24.0819;   2.8258;  26.6222;
 35.6580;  27.1233;  24.0856;   3.2663;  21.4153;
 35.6590;  25.1613;  24.3336;   4.8705;  26.0961;
 35.6600;  25.8338;  23.4597;  10.6121;  29.4137;
 35.6610;  26.9429;  25.1002;  15.1938;  31.1060;
 35.6620;  27.2801;  28.8031;  15.6147;  32.8476;
 35.6630;  29.3973;  29.0764;  16.1495;  31.1084;
 35.6640;  29.7895;  30.3448;  19.4956;  32.0480;
 35.6650;  31.8326;  29.6187;  23.9485;  33.0967;
 35.6660;  32.7113;  27.8076;  25.9477;  32.2456;
 35.6670;  31.8130;  29.8940;  26.8486;  32.9914;
 35.6680;  32.8270;  28.7048;  26.1843;  33.0744;
 35.6690;  30.9304;  26.3222;  23.2105;  32.7750;
 35.6700;  29.3545;  27.3961;  17.5076;  31.1934;
 35.6710;  27.9805;  28.7421;   8.0949;  28.7319;
 35.6720;  25.7136;  29.1612;   3.1397;  27.4502;
 35.6730;  24.6802;  28.9833;   3.8623;  27.3692;
 35.6740;  20.0976;  30.3641;   7.9215;  29.5309;
 35.6750;  20.2241;  30.5644;  18.2803;  30.5365;
 35.6760;  26.2848;  29.7873;  23.0138;  31.8516;
 35.6770;  26.6265;  30.6821;  17.1901;  34.7073;
 35.6780;  25.0431;  26.3399;   9.1869;  33.7632;
 35.6790;  25.2932;  20.3383;  -0.5510;  33.0649;
 35.6800;  25.2709;  18.1988;  -2.1244;  33.4907;
 35.6810;  23.8590;  15.4526;   8.8451;  33.4548;
 35.6820;  23.3624;  16.1190;  17.9841;  35.5952;
 35.6830;  25.5206;  17.5621;  22.8548;  33.4184;
 35.6840;  24.6706;  15.1382;  25.1384;  28.2861;
 35.6850;  23.1848;  16.0176;  20.5042;  26.5340;
 35.6860;  23.7973;  17.5224;  11.6031;  25.9495;
 35.6870;  24.0049;  17.8979;   5.2535;  28.8689;
 35.6880;  25.5074;  19.5579;   8.6887;  32.5633;
 35.6890;  24.9279;  18.8268;  17.7609;  32.5214;
 35.6900;  23.4087;  19.4391;  21.5711;  32.6862;
 35.6910;  24.5298;  20.8827;  22.5645;  32.2292;
 35.6920;  24.4111;  21.1747;  21.6899;  31.6505;
 35.6930;  24.4194;  23.5965;  16.2814;  33.0016;
 35.6940;  25.2179;  22.9931;  10.8251;  33.6156;
 35.6950;  24.8723;  22.0517;   6.9547;  33.8231;
 35.6960;  24.6275;  22.7301;  10.6071;  33.6829;
 35.6970;  23.9946;  19.7733;  25.4225;  34.0987;
 35.6980;  23.1721;  20.1338;  38.6664;  36.2150;
 35.6990;  21.8548;  22.7689;  42.0869;  36.6344;
 35.7000;  19.6490;  22.2891;  38.8333;  35.5380;
 35.7010;  19.6525;  21.6222;  34.5304;  35.2589;
 35.7020;  21.2185;  19.8530;  31.5577;  35.7467;
 35.7030;  20.2278;  20.4498;  26.7354;  35.4738;
 35.7040;  18.1257;  23.3002;  22.9275;  34.4468;
 35.7050;  16.2018;  22.9256;  22.3099;  36.6478;
 35.7060;  12.8136;  22.2302;  18.9057;  39.4911;
 35.7070;  12.9488;  26.3746;  15.3305;  38.2787;
 35.7080;  17.2123;  36.0703;  17.1992;  37.0063;
 35.7090;  17.5486;  41.6615;  19.7161;  38.0181;
 35.7100;  15.4473;  39.6935;  20.1729;  39.0310;
 35.7110;  16.1442;  38.7874;  20.7535;  37.7479;
 35.7120;  17.2542;  36.1195;  20.1903;  35.1201;
 35.7130;  16.8774;  26.0979;  20.0866;  34.1946;
 35.7140;  16.6075;  12.4759;  19.7495;  33.4505;
 35.7150;  16.9123;   0.4446;  14.4338;  32.6514;
 35.7160;  17.4515; -12.1817;  11.2279;  32.7731;
 35.7170;  17.6431; -25.4606;  11.4407;  31.3761;
 35.7180;  17.0848; -25.0191;   8.3320;  30.2047;
 35.7190;  18.2076;  -7.8688;   9.5261;  31.7339;
 35.7200;  19.4695;  16.0925;  14.1481;  34.0603;
 35.7210;  19.1913;  38.7668;  16.0973;  36.9444;
 35.7220;  22.1744;  52.3358;  19.8044;  40.0027;
 35.7230;  24.6908;  61.3533;  18.8698;  40.1783;
 35.7240;  22.5082;  67.2167;  14.7904;  39.1303;
 35.7250;  20.4902;  69.5116;  18.2748;  39.2089;
 35.7260;  17.0511;  69.6354;  22.2866;  37.0262;
 35.7270;   9.7160;  56.7997;  23.7650;  34.8268;
 35.7280;   4.4327;  41.0143;  24.1523;  33.9706;
 35.7290;   7.0442;  11.9742;  18.7887;  29.0387;
 35.7300;  13.8533; -53.4431;  13.5219;  26.1989;
 35.7310;  18.8316; -89.0255;  12.8386;  30.5230;
