   Data source: Cometa - EmgTools - 2.1.4 - Files: 0956~... - collection; EMG filter: 0 - 500 Hz     - 
Time(s)  ; L.RecFem(uV) ; L.VasLat(uV) ; L.VasMedO(uV) ; L.VasMedV(uV) 
 35.7320;  21.5278; -59.8801;  11.8195;  34.4512;
 35.7330;  19.8355; -30.4411;  11.4241;  35.5655;
 35.7340;  17.5288; -15.2119;  13.8708;  35.0344;
 35.7350;  18.6837;  -0.0038;  15.8906;  34.0861;
 35.7360;  18.6377;   5.6275;  16.8241;  34.2078;
 35.7370;  18.6139;  10.0914;  17.3245;  33.5788;
 35.7380;  18.6815;  14.0243;  16.6514;  33.1424;
 35.7390;  18.2053;  16.1717;  17.1487;  33.5779;
 35.7400;  19.8253;  20.3219;  17.4728;  33.2562;
 35.7410;  19.9343;  18.5478;  15.0959;  33.1429;
 35.7420;  18.2226;  17.0700;  13.6687;  33.7303;
 35.7430;  17.1526;  20.1394;  14.0431;  34.3270;
 35.7440;  17.8271;  21.6447;  15.0333;  33.9111;
 35.7450;  18.2863;  22.6893;  15.6381;  33.3195;
 35.7460;  16.7231;  22.2855;  15.4871;  34.3752;
 35.7470;  17.5017;  22.7927;  16.2194;  34.6825;
 35.7480;  17.7592;  24.2510;  16.0150;  34.5861;
 35.7490;  17.6585;  24.2298;  15.8174;  35.8225;
 35.7500;  18.8362;  24.8931;  15.6809;  34.5665;
 35.7510;  16.5637;  24.1820;  14.0773;  33.6149;
 35.7520;  16.4518;  24.9664;  14.9254;  35.9901;
 35.7530;  16.9856;  25.5551;  15.6732;  35.3564;
 35.7540;  16.7664;  25.2942;  16.3832;  33.8628;
 35.7550;  17.8776;  33.8162;  17.3736;  34.3810;
 35.7560;  14.5333;  46.0365;  15.2919;  33.9731;
 35.7570;  18.8115;  57.9758;  19.8127;  36.7514;
 35.7580;  25.3765;  62.2874;  23.3904;  38.0954;
 35.7590;  18.3906;  50.2258;  16.4401;  33.3261;
 35.7600;  15.1786;  39.0893;  15.6890;  32.7934;
 35.7610;  16.6254;  27.6455;  17.8820;  35.3823;
 35.7620;  15.3535;   8.1616;  17.2885;  34.4965;
 35.7630;  17.5902;  -7.6196;  20.5617;  33.5137;
 35.7640;  17.8287; -20.9720;  19.0191;  33.0697;
 35.7650;  16.5932; -20.9717;  16.0891;  32.6540;
 35.7660;  17.3540;  -3.7994;  17.8290;  32.8438;
 35.7670;  17.4920;   7.2784;  18.2308;  32.5088;
 35.7680;  17.1349;  11.6357;  17.6367;  32.2542;
 35.7690;  17.0384;  15.4922;  13.5829;  33.6692;
 35.7700;  16.9206;  16.7880;  10.8691;  34.3580;
 35.7710;  15.5309;  17.8286;  14.7322;  32.3653;
 35.7720;  17.1621;  18.2857;  16.1792;  32.1919;
 35.7730;  19.0233;  16.9607;  14.8264;  33.4554;
 35.7740;  18.0183;  12.0657;  13.9672;  33.5614;
 35.7750;  17.9942;  12.4163;  14.0729;  34.4855;
 35.7760;  13.1960;  20.4120;  15.7462;  34.2097;
 35.7770;  12.1862;  20.5395;  15.1164;  33.8870;
 35.7780;  19.2067;  18.1582;  15.4144;  35.0169;
 35.7790;  19.9955;  21.9430;  18.0500;  35.4848;
 35.7800;  20.0324;  22.9268;  18.0330;  37.2705;
 35.7810;  20.2586;  21.8453;  18.1893;  37.6297;
 35.7820;  17.8151;  20.9277;  18.3291;  35.5347;
 35.7830;  19.3511;  19.1416;  16.6115;  35.1542;
 35.7840;  19.7862;  19.4331;  17.2232;  34.6376;
 35.7850;  20.5486;  17.9591;  18.5015;  33.5881;
 35.7860;  22.2609;  14.5723;  17.7532;  34.2805;
 35.7870;  20.2342;  14.3510;  16.9709;  35.4599;
 35.7880;  19.4795;  14.2573;  16.8807;  34.3276;
 35.7890;  19.9974;  14.5017;  17.2861;  33.2683;
 35.7900;  20.3975;  15.6831;  16.1111;  34.3997;
 35.7910;  19.6358;  14.0377;  15.1792;  33.4514;
 35.7920;  18.2328;  13.7372;  19.1674;  33.4800;
 35.7930;  19.7382;  15.2452;  21.4594;  35.2443;
 35.7940;  20.7806;  15.2616;  17.6312;  34.0333;
 35.7950;  21.1233;  14.7456;  15.3689;  33.5489;
 35.7960;  21.3628;  16.6947;  15.7978;  33.0056;
 35.7970;  21.0520;  30.1633;  15.0470;  32.3037;
 35.7980;  20.9494;  46.8297;  13.1089;  32.7155;
 35.7990;  18.5052;  50.8134;  12.3932;  31.8588;
 35.8000;  16.7309;  47.8875;  14.7301;  33.6684;
 35.8010;  14.1386;  40.6432;  13.7090;  33.1639;
 35.8020;   9.2132;  28.8690;   9.4277;  29.9369;
 35.8030;  10.4259;  16.1893;  10.7176;  32.3620;
 35.8040;  15.2422;   2.7748;  12.2326;  33.2762;
 35.8050;  17.2374;  -9.8813;  10.5691;  32.8214;
 35.8060;  17.0284; -23.6957;   9.7455;  34.1273;
 35.8070;  16.1988; -25.5706;   6.4510;  32.3963;
 35.8080;  16.0729;  -8.7575;   5.3661;  32.3219;
 35.8090;  14.7984;   4.2895;   8.0427;  33.4321;
 35.8100;  14.3486;   8.3345;   6.6041;  32.8314;
 35.8110;  16.4562;   9.5288;   4.0018;  32.5386;
 35.8120;  16.8436;   9.7935;   0.9659;  32.0675;
 35.8130;  15.8882;  12.6725;   0.9853;  32.7339;
 35.8140;  16.3400;  12.6637;  10.5148;  32.8459;
 35.8150;  16.7464;  12.4497;  16.8178;  32.3884;
 35.8160;  15.4418;  14.1714;  16.6117;  32.8372;
 35.8170;  15.0087;  14.4867;  19.3082;  33.5010;
 35.8180;  16.6235;  16.4941;  22.3989;  35.9078;
 35.8190;  17.3056;  16.0304;  24.6995;  36.2371;
 35.8200;  16.4352;  14.7104;  23.6578;  35.6228;
 35.8210;  14.9859;  15.4280;  16.5706;  37.0277;
 35.8220;  14.4912;  14.8403;   9.7984;  35.2804;
 35.8230;  14.3596;  16.2866;   6.7342;  34.3672;
 35.8240;  12.7304;  16.6976;   6.1200;  36.0951;
 35.8250;  11.9402;  15.7161;   4.5363;  35.6503;
 35.8260;  11.9761;  15.6427;   4.8719;  35.2203;
 35.8270;  11.1159;  13.6704;   9.6294;  34.7393;
 35.8280;  10.6845;  15.6683;   9.3432;  34.1317;
 35.8290;  11.3983;  18.3237;   5.3520;  34.2577;
 35.8300;  11.8337;  15.3743;   3.2254;  33.6083;
 35.8310;  11.0774;  15.0846;   0.1876;  33.1917;
 35.8320;  10.9677;  17.1717;  -0.0633;  32.9197;
 35.8330;  10.7065;  15.6603;   2.5942;  32.9424;
 35.8340;  10.0823;  13.7274;   4.1300;  33.1311;
 35.8350;  10.6522;  13.4579;   6.9065;  32.8143;
 35.8360;  10.1885;  12.5988;  17.9595;  33.6828;
 35.8370;  10.3374;  11.7350;  39.1597;  35.1056;
 35.8380;  11.4294;  11.5826;  54.2167;  36.8811;
 35.8390;  11.4313;  11.8954;  53.8656;  38.7855;
 35.8400;  12.1977;  13.2305;  47.6115;  39.0996;
 35.8410;  12.0915;  12.8764;  39.8753;  39.3758;
 35.8420;  11.5135;  11.9622;  33.2479;  39.0316;
 35.8430;  11.1182;  12.4473;  29.9502;  36.3174;
 35.8440;  10.0950;  11.6531;  27.7722;  35.0538;
 35.8450;  10.6899;  11.6716;  27.3869;  37.4240;
 35.8460;  10.9691;  11.5330;  28.7609;  38.7914;
 35.8470;  11.0107;   9.2309;  28.2403;  37.8600;
 35.8480;  10.6191;   7.8727;  23.9098;  37.3746;
 35.8490;   9.8606;   7.7538;  19.5122;  36.2703;
 35.8500;  12.1348;  10.0604;  16.1932;  37.0705;
 35.8510;  12.7113;  12.0082;  11.8722;  38.9774;
 35.8520;  12.0935;  10.5187;   7.6150;  35.8663;
 35.8530;  12.1056;   9.7437;  -0.5832;  34.0788;
 35.8540;  10.9505;   9.6923; -12.9169;  35.2079;
 35.8550;  12.7423;   9.5310; -21.7572;  34.1698;
 35.8560;  12.9575;   9.9008; -26.7389;  34.6410;
 35.8570;  13.7057;  10.3288; -28.1390;  32.5113;
 35.8580;  17.3979;  10.3369; -22.7994;  28.3447;
 35.8590;  14.1980;   8.2652;  -9.4733;  30.8109;
 35.8600;  12.8611;   6.5758;  10.4536;  34.6955;
 35.8610;  15.7468;   5.8635;  31.1371;  37.0971;
 35.8620;  13.9344;   4.7551;  43.7652;  38.5933;
 35.8630;  13.6449;   5.5208;  40.7371;  36.8998;
 35.8640;  14.5359;   6.0853;  24.4988;  36.2703;
 35.8650;  14.6442;   6.1727;   5.1278;  36.6214;
 35.8660;  14.1818;   8.5146;  -7.9992;  35.3061;
 35.8670;  10.9395;   9.1960; -11.2812;  33.8156;
 35.8680;  10.4062;   5.7521;  -9.7990;  32.6096;
 35.8690;  12.6621;   2.9150;  -2.9708;  32.5696;
 35.8700;  13.8214;   3.0779;  11.3660;  33.2289;
 35.8710;  12.6732;   3.4134;  29.9728;  34.4332;
 35.8720;  11.0678;   3.4387;  50.8204;  36.2904;
 35.8730;  11.5475;   3.2857;  60.9614;  37.4622;
 35.8740;  10.6258;   3.4221;  55.2940;  38.8335;
 35.8750;  10.8499;   5.2356;  45.8888;  39.5563;
 35.8760;  12.4652;   5.0604;  38.0864;  37.9661;
 35.8770;  12.6813;   3.8367;  37.7203;  35.5547;
 35.8780;  15.4089;   5.5977;  39.2102;  34.2635;
 35.8790;  15.7823;   6.7568;  29.8829;  33.8414;
 35.8800;  14.5540;   6.5390;  19.5643;  33.0458;
 35.8810;  16.6518;   6.9652;  13.2302;  32.8560;
 35.8820;  16.4338;   6.8254;   5.6166;  32.1843;
 35.8830;  15.6923;   6.1653;   3.3541;  30.9427;
 35.8840;  15.8992;   4.7307;  12.5690;  31.4291;
 35.8850;  15.6515;   1.8856;  28.5953;  31.3847;
 35.8860;  16.2209;   2.0430;  38.0529;  32.2046;
 35.8870;  14.9496;   4.8197;  34.3148;  33.6807;
 35.8880;  13.9204;   2.1446;  26.7457;  31.7126;
 35.8890;  14.0483;   1.3707;  22.7432;  31.4043;
 35.8900;  13.2354;   7.1335;  17.5939;  32.6844;
 35.8910;  12.4547;   5.5524;   9.7013;  31.1811;
 35.8920;  11.9959;   3.3572;   5.9351;  30.6691;
 35.8930;  12.4236;   9.5221;   4.2303;  31.5437;
 35.8940;  11.2350;  11.8304;  -0.4702;  32.3170;
 35.8950;  11.1565;   9.8245;  -5.7706;  32.5187;
 35.8960;  14.5654;   7.7456;  -9.1406;  31.8162;
 35.8970;  14.3479;   5.8774;  -7.6067;  31.8894;
 35.8980;  13.0784;   7.2095;  -5.8115;  31.8481;
 35.8990;  13.2465;   8.8701;  -5.5587;  32.2924;
 35.9000;  12.4834;   9.1816;  -0.8220;  33.2075;
 35.9010;  13.0502;   8.5722;  -0.1299;  32.9849;
 35.9020;  11.8698;   8.1668;  -3.0401;  33.0152;
 35.9030;  11.9688;   9.2730;   3.0493;  31.8560;
 35.9040;  15.2548;   8.9276;  11.4825;  30.8947;
 35.9050;  13.9483;   9.0103;  14.8313;  32.5535;
 35.9060;  12.5462;  11.3939;  14.4608;  33.4424;
 35.9070;  14.2815;  12.6604;  10.3549;  34.1088;
 35.9080;  13.4575;  12.3206;   4.7415;  33.9613;
 35.9090;  11.4800;  11.5201;  -0.6143;  31.3509;
 35.9100;  12.3585;  11.6805;  -1.1103;  31.2171;
 35.9110;  15.0551;  12.3221;  10.9492;  33.1135;
 35.9120;  14.7161;  11.2296;  27.3015;  33.1420;
 35.9130;  13.5723;  10.4656;  27.5324;  32.6784;
 35.9140;  14.2806;  11.9774;  19.7994;  32.8073;
 35.9150;  12.5942;  12.3155;  28.0278;  33.2623;
 35.9160;  11.8394;  10.7037;  42.2214;  33.3715;
 35.9170;  12.8270;  10.9483;  46.1909;  34.0398;
 35.9180;  12.0091;  12.0037;  43.1895;  36.6240;
 35.9190;  12.5862;  11.7569;  33.6353;  37.3175;
 35.9200;  13.0494;  11.6922;  18.4522;  35.6215;
 35.9210;  12.0910;  12.1482;   0.0918;  35.6487;
 35.9220;  12.1575;  12.3156; -17.8989;  35.1746;
 35.9230;  13.4047;  12.1664; -29.5455;  33.5305;
 35.9240;  15.1960;  13.1092; -35.6634;  32.9230;
 35.9250;  14.0955;  13.6031; -27.3804;  31.7573;
 35.9260;  12.9252;  13.2816;   5.0098;  33.4618;
 35.9270;  14.0149;  14.5242;  41.1612;  38.6186;
 35.9280;  12.6615;  14.3642;  57.4152;  40.5563;
 35.9290;  12.6492;  14.3524;  57.0437;  40.4152;
 35.9300;  14.7698;  15.6870;  53.4652;  40.7953;
 35.9310;  14.4429;  14.5686;  50.0542;  40.6902;
 35.9320;  14.1210;  14.0469;  44.0042;  39.9707;
 35.9330;  14.4017;  14.0626;  40.1616;  38.1833;
 35.9340;  14.8009;  14.3167;  41.2633;  38.3083;
 35.9350;  15.3583;  14.3664;  38.2716;  40.1402;
 35.9360;  15.0451;  12.3898;  31.1951;  40.4262;
 35.9370;  13.4588;  14.5524;  26.8361;  40.6389;
 35.9380;  10.9958;  16.2077;  23.3507;  39.1070;
 35.9390;  11.1755;  15.6445;  21.8205;  36.3357;
 35.9400;  11.7960;  18.3579;  22.9122;  36.7816;
 35.9410;  10.6777;  16.3695;  23.3456;  37.7835;
 35.9420;  11.1858;  15.1042;  25.0227;  37.4439;
 35.9430;  10.8640;  18.2745;  25.9620;  37.0212;
 35.9440;  10.8287;  16.6187;  22.0963;  36.5537;
 35.9450;  12.6341;  15.3526;  15.8892;  36.8578;
 35.9460;  12.9695;  15.0192;   8.0684;  36.4378;
 35.9470;  13.8415;  13.9766;  -4.3239;  35.3492;
 35.9480;  14.5486;  14.9245; -13.9491;  35.4638;
 35.9490;  14.2502;  14.7558; -10.7479;  35.4131;
 35.9500;  14.0055;  15.4855;  -8.0762;  35.5761;
 35.9510;  13.4323;  16.3924; -13.3367;  35.1363;
 35.9520;  14.1780;  15.5370;  -6.9706;  33.6082;
 35.9530;  13.7324;  14.5925;  12.2114;  35.7101;
 35.9540;  13.8010;  13.8076;  24.2182;  38.4438;
 35.9550;  15.3735;  13.8144;  19.5866;  38.8895;
 35.9560;  14.0702;  12.2807;   8.7935;  40.7698;
 35.9570;  15.9098;  13.5893;   8.1995;  38.0473;
 35.9580;  18.9584;  17.7113;   9.3691;  33.6934;
 35.9590;  16.1252;  16.2467;  -0.9075;  38.4630;
 35.9600;  13.0811;  14.6142;  -4.9712;  41.6550;
 35.9610;  12.5785;  14.6897;  15.7431;  39.4780;
 35.9620;  14.5748;  13.7988;  43.8643;  41.2740;
 35.9630;  16.1657;  15.6272;  60.4838;  42.9351;
 35.9640;  14.9158;  17.2754;  75.1521;  43.3515;
 35.9650;  14.4345;  16.8909;  83.5471;  44.7793;
 35.9660;  13.6607;  15.2528;  76.9096;  43.6129;
 35.9670;  13.3298;  13.4761;  68.9624;  40.9355;
 35.9680;  12.8385;  14.0211;  59.4287;  39.5657;
 35.9690;  11.1089;  14.9312;  46.9056;  40.2770;
 35.9700;  12.1458;  15.9397;  38.0713;  39.8031;
 35.9710;  11.5485;  16.7553;  32.9955;  38.2304;
 35.9720;  10.2139;  15.3340;  35.7864;  39.7702;
 35.9730;  11.3514;  13.0707;  39.2324;  39.1515;
 35.9740;  10.0257;  12.1989;  38.6510;  36.2739;
 35.9750;  10.4721;  12.7693;  37.1133;  36.4771;
 35.9760;  12.2683;  13.1606;  29.8739;  35.7998;
 35.9770;  11.2418;  13.8700;  23.3416;  34.4007;
 35.9780;  11.6828;  14.5008;  19.3823;  35.1043;
 35.9790;  11.9411;  15.0656;  16.2012;  36.4900;
 35.9800;  11.1989;  15.9953;  14.5861;  37.1434;
 35.9810;  11.6128;  14.6356;   8.4506;  36.1738;
 35.9820;  13.0928;  14.4770;   8.4692;  36.4333;
 35.9830;  15.0700;  15.7816;  13.5733;  38.0781;
 35.9840;  13.7481;  14.4318;  11.7886;  37.6001;
 35.9850;  11.4101;  14.0648;  14.9512;  35.9614;
 35.9860;  11.6512;  13.7631;  24.1944;  36.7048;
 35.9870;  12.2003;  12.6334;  33.8099;  39.1204;
 35.9880;  12.7894;  12.8447;  40.2762;  38.2986;
 35.9890;  12.1670;  11.6798;  37.9021;  37.6319;
 35.9900;  10.7496;  10.0534;  37.8477;  39.7734;
 35.9910;  11.7483;   9.5941;  37.9380;  38.6333;
 35.9920;  14.1210;  11.0234;  27.4779;  37.4432;
 35.9930;  15.1727;  14.0786;  17.8726;  38.5537;
 35.9940;  13.9907;  15.7283;  14.1155;  38.2279;
 35.9950;  12.0436;  15.4045;  13.2146;  38.0367;
 35.9960;  10.6646;  13.2598;  20.5054;  37.0940;
 35.9970;  10.2851;  12.2134;  32.8234;  36.6296;
 35.9980;  10.5454;  12.3799;  38.6088;  37.8460;
 35.9990;  10.4295;  11.2628;  35.2658;  37.9264;
 36.0000;  10.8979;  11.7453;  24.8130;  38.2477;
 36.0010;  11.3281;  13.4043;  11.2832;  37.4317;
 36.0020;  12.1748;  15.7117;   0.7131;  35.9492;
 36.0030;  14.6476;  17.4028;  -2.3741;  36.1425;
 36.0040;  16.1696;  17.5398;  15.6946;  36.9957;
 36.0050;  17.9493;  20.8766;  48.0650;  40.6109;
 36.0060;  18.2293;  22.3843;  61.9763;  41.8215;
 36.0070;  14.3118;  20.1580;  58.3909;  38.8803;
 36.0080;  14.1133;  19.6460;  51.4188;  40.1317;
 36.0090;  17.2873;  17.4555;  38.9080;  41.4222;
 36.0100;  16.9282;  15.1515;  30.9039;  39.7447;
 36.0110;  15.9424;  14.0983;  33.6412;  40.0303;
 36.0120;  15.7901;  12.3707;  40.0362;  40.4191;
 36.0130;  15.1880;  12.7544;  45.5739;  40.7940;
 36.0140;  14.9108;  12.6963;  46.8302;  42.1152;
 36.0150;  15.2668;  12.2130;  42.3614;  42.0705;
 36.0160;  16.2488;  13.0844;  34.6002;  41.4073;
 36.0170;  15.7765;  12.8663;  28.2852;  42.0477;
 36.0180;  14.7669;  12.9018;  24.0658;  43.1954;
 36.0190;  15.4972;  13.3820;  22.3451;  43.9311;
 36.0200;  15.5425;  13.8616;  22.4378;  45.6030;
 36.0210;  15.1826;  14.0546;  16.3982;  46.5984;
 36.0220;  15.0615;  12.8611;   6.9755;  45.4830;
 36.0230;  13.9088;  12.2605;   3.1639;  44.8424;
 36.0240;  13.3691;  12.3753;   4.8608;  44.3214;
 36.0250;  12.7440;  12.9634;   9.4792;  44.6620;
 36.0260;  12.5868;  13.7116;  13.0013;  46.8049;
 36.0270;  13.2677;  12.6615;  14.2270;  47.2727;
 36.0280;  11.4848;  11.4295;  14.2181;  46.7590;
 36.0290;  11.4590;  11.6062;  14.3000;  47.4261;
 36.0300;  13.6571;  12.4011;  16.9690;  47.2791;
 36.0310;  13.8809;  12.9335;  18.6151;  45.8525;
 36.0320;  15.9667;  13.0380;  16.8424;  45.7066;
 36.0330;  17.3254;  13.3874;  13.1885;  46.0778;
 36.0340;  16.9797;  13.6632;   8.7437;  44.8887;
 36.0350;  18.6829;  13.1900;   6.5246;  44.9544;
 36.0360;  17.4223;  11.3833;   5.5574;  44.9113;
 36.0370;  16.1660;  10.1221;   3.6475;  43.5171;
 36.0380;  17.8111;  11.3882;   2.3185;  45.1665;
 36.0390;  18.0684;  12.0700;   4.7328;  46.9169;
 36.0400;  19.6787;  11.8256;  11.8891;  47.9782;
 36.0410;  20.4256;  12.5508;  17.1755;  49.8469;
 36.0420;  19.0447;  12.1104;  17.5258;  49.5863;
 36.0430;  19.1583;  11.7164;  17.2250;  50.6471;
 36.0440;  18.1732;  12.9450;  14.9341;  52.0783;
 36.0450;  17.3290;  13.2004;   6.9869;  52.0222;
 36.0460;  17.6733;  13.7424;  -2.8192;  51.9341;
 36.0470;  16.3528;  14.7608;  -8.0271;  48.9166;
 36.0480;  13.2976;  13.6131; -10.2937;  49.1491;
 36.0490;  10.3670;  13.0731; -11.5883;  51.3196;
 36.0500;  10.2484;  13.0945;  -4.1058;  49.6822;
 36.0510;  10.7106;  11.8183;  11.9481;  51.6514;
 36.0520;  10.1156;  11.6466;  20.9176;  52.6054;
 36.0530;   9.9627;  10.5326;  15.0962;  50.7525;
 36.0540;  10.7103;   9.5940;   3.7424;  51.0120;
 36.0550;  12.6028;  11.3744;  -4.6573;  49.9090;
 36.0560;  12.7398;  11.5416; -10.8426;  50.9534;
 36.0570;  15.1086;  12.9647; -14.7114;  48.6290;
 36.0580;  19.1391;  14.8982; -10.7502;  44.3002;
 36.0590;  15.1316;  11.5690;   2.6541;  50.3897;
 36.0600;  13.0503;  10.6862;  17.0531;  54.4651;
 36.0610;  17.0878;  12.1219;  24.2170;  54.1769;
 36.0620;  15.6628;   9.0844;  23.2351;  55.8237;
 36.0630;  13.3090;   7.4698;  16.4744;  52.0466;
 36.0640;  12.7244;   7.6553;   9.6786;  48.8439;
 36.0650;  11.3542;   6.9763;   6.6169;  48.3033;
 36.0660;  12.7713;   9.1330;   4.9200;  46.2608;
 36.0670;  13.5376;  11.6208;   3.8482;  44.5757;
 36.0680;  12.3615;  12.1468;   3.7012;  41.6483;
 36.0690;  13.1919;  12.8066;   1.9216;  40.9841;
 36.0700;  13.6441;  13.0395;  -0.8779;  41.3041;
 36.0710;  12.2528;  13.6323;  -1.0947;  40.0586;
 36.0720;  12.4604;  14.2995;  -0.4743;  40.7753;
 36.0730;  12.6592;  12.5884;  -1.3474;  40.4347;
 36.0740;  10.7488;  11.2486;  -1.2017;  40.2912;
 36.0750;  11.0719;  12.1381;  -0.8721;  40.6902;
 36.0760;  11.9915;  12.1653;  -2.3751;  39.4338;
 36.0770;  10.8315;  11.5389;  -4.1748;  39.3255;
 36.0780;  10.4247;  11.9787;  -5.8210;  37.6828;
 36.0790;   9.6029;  11.9054;  -7.3940;  37.0019;
 36.0800;   8.7846;  11.6461;  -8.2669;  39.8221;
 36.0810;   7.7898;  12.3779;  -7.8938;  41.1637;
 36.0820;   6.4959;  11.6226;  -7.7653;  43.0879;
 36.0830;   8.3744;  10.6284;  -8.9386;  44.2963;
 36.0840;   9.2694;  12.1568;  -8.8025;  41.9403;
 36.0850;   8.8969;  12.6818;  -7.3840;  40.6982;
 36.0860;  10.4069;  12.1365;  -6.3991;  40.9889;
 36.0870;  10.1963;  12.9328;  -6.5097;  40.8328;
 36.0880;  10.2243;  13.5418;  -7.7369;  40.2287;
 36.0890;  10.6226;  13.7500;  -7.2794;  38.2324;
 36.0900;   9.7296;  13.5750;  -5.8881;  34.5774;
 36.0910;  11.0704;  15.1155;  -6.4882;  32.0985;
 36.0920;  12.1422;  16.7817;  -7.3492;  31.8569;
 36.0930;  12.1976;  14.2826;  -6.1801;  30.5146;
 36.0940;  14.2986;  14.7797;  -4.7867;  29.4205;
 36.0950;  16.5085;  17.2679;  -5.9122;  31.1378;
 36.0960;  17.4937;  14.1387;  -5.6982;  32.9240;
 36.0970;  17.9870;  12.8607;  -3.5415;  33.7534;
 36.0980;  19.1381;  14.3227;  -5.2654;  34.1931;
 36.0990;  19.9963;  13.2145;  -7.4087;  33.9837;
 36.1000;  19.0379;  12.6794;  -6.9987;  34.9955;
 36.1010;  19.1742;  13.2901;  -7.4113;  38.4838;
 36.1020;  20.9515;  13.6469;  -7.3382;  40.5210;
 36.1030;  20.6313;  13.7163;  -6.3946;  39.8795;
 36.1040;  18.6432;  15.0896;  -6.0584;  40.1477;
 36.1050;  17.9971;  17.2522;  -6.3716;  40.1055;
 36.1060;  16.7399;  17.0801;  -7.4823;  40.3047;
 36.1070;  13.5030;  16.6175;  -7.8375;  39.9620;
 36.1080;  11.2954;  16.9285;  -7.2442;  33.7751;
 36.1090;   8.7462;  18.0015;  -7.5245;  29.2135;
 36.1100;   5.0516;  19.6239;  -8.0351;  29.9325;
 36.1110;   3.5752;  19.5035;  -7.7890;  28.2439;
 36.1120;   2.9371;  19.1841;  -7.8921;  27.3775;
 36.1130;   1.6263;  17.3420;  -7.0510;  28.3636;
 36.1140;   0.7808;  14.4912;  -5.3274;  27.2899;
 36.1150;   0.9603;  15.2941;  -6.2946;  27.6201;
 36.1160;   2.4825;  16.4117;  -7.1772;  27.6852;
 36.1170;   2.6447;  15.0062;  -6.0332;  25.2121;
 36.1180;   1.7434;  12.9911;  -5.4674;  24.4255;
 36.1190;   4.0253;  13.1299;  -4.4378;  24.7819;
 36.1200;   7.9850;  15.7261;  -4.7089;  23.6622;
 36.1210;  10.4436;  17.7486;  -5.8468;  22.3635;
 36.1220;  11.3041;  18.8183;  -3.9024;  22.1260;
 36.1230;  11.6227;  17.3685;  -1.6732;  23.0761;
 36.1240;  12.9001;  16.7464;  -0.7134;  23.9817;
 36.1250;  14.5144;  20.6811;  -0.7457;  23.0072;
 36.1260;  15.9223;  22.8918;  -1.5006;  21.8754;
 36.1270;  17.0628;  23.9423;  -0.6989;  21.9660;
 36.1280;  16.1779;  24.8559;  -0.2212;  21.4163;
 36.1290;  14.0423;  23.0592;  -0.4238;  20.2359;
 36.1300;  12.6694;  22.3138;  -0.2823;  18.9492;
 36.1310;  11.6931;  22.5434;  -1.9615;  18.2472;
 36.1320;  10.4714;  23.7392;  -3.3870;  18.5914;
 36.1330;   9.5877;  25.4382;  -2.8388;  18.9639;
 36.1340;   9.9020;  26.4497;  -2.8423;  20.7394;
 36.1350;  10.1674;  29.3702;  -2.9166;  21.6250;
 36.1360;   9.6483;  30.4528;  -1.6847;  20.1838;
 36.1370;   8.9186;  29.7544;  -0.9463;  21.4302;
 36.1380;   7.8666;  30.6183;  -1.0370;  21.3472;
 36.1390;   8.3674;  31.2411;  -0.4054;  18.1231;
 36.1400;   9.7318;  31.8573;  -0.2528;  18.4086;
 36.1410;   9.8541;  31.1658;  -0.3957;  18.1772;
 36.1420;  10.5153;  30.9739;   0.4669;  16.6719;
 36.1430;  10.5715;  32.4343;   0.2338;  17.5173;
 36.1440;   9.2875;  33.6221;   0.3355;  16.0219;
 36.1450;   8.8474;  36.1036;   2.2595;  14.7755;
 36.1460;   8.8613;  36.3771;   2.5404;  15.3516;
 36.1470;   9.0924;  36.2477;   2.7021;  13.7595;
 36.1480;   9.3008;  38.3515;   4.5241;  14.3716;
 36.1490;   9.7099;  38.1484;   4.9141;  16.7404;
 36.1500;   9.9048;  39.2130;   4.8614;  16.6627;
 36.1510;   9.3868;  40.7530;   5.6057;  15.5706;
 36.1520;   9.9878;  39.5952;   5.9545;  15.1901;
 36.1530;  10.0414;  38.6201;   7.2511;  16.4159;
 36.1540;  10.2132;  39.6158;   9.4578;  15.5541;
 36.1550;  10.6033;  43.6068;  10.3270;  14.9517;
 36.1560;   8.7221;  43.0229;   9.5050;  16.9066;
 36.1570;  11.3236;  40.9149;   9.8060;  12.2093;
 36.1580;  14.7029;  45.1843;  12.0025;   8.8762;
 36.1590;  11.0567;  45.0152;  12.3492;  14.0256;
 36.1600;  10.4746;  43.4621;  12.5577;  15.0435;
 36.1610;  12.8908;  46.5183;  14.6789;  15.0013;
 36.1620;  11.9104;  46.1287;  14.7464;  16.8489;
 36.1630;  12.3016;  46.3128;  14.4174;  15.7693;
 36.1640;  13.0820;  48.8965;  15.2142;  16.1997;
 36.1650;  12.0703;  49.6430;  15.4228;  15.3651;
 36.1660;  11.7995;  50.1815;  16.3083;  14.7983;
 36.1670;  12.4116;  51.3708;  15.9886;  17.3244;
 36.1680;  12.9197;  52.6875;  15.6035;  17.0223;
 36.1690;  13.1876;  52.7460;  17.0095;  17.9359;
 36.1700;  13.0516;  52.1305;  16.3554;  18.8419;
 36.1710;  11.4950;  50.4408;  16.1082;  17.4688;
 36.1720;  10.6087;  49.3519;  17.7079;  18.4812;
